id, name, type, layer, confidence, mapped, canonical, rels
"extracted:university_of_the_basque_country", "university_of_the_basque_country", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_of_trento", "university_of_trento", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:university_of_wisconsin_integrative_health", "university_of_wisconsin_integrative_health", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"extracted:us_food_and_drug_administration", "us_food_and_drug_administration", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:utah_cannabis_research_review_board", "utah_cannabis_research_review_board", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:utah_medical_cannabis_program", "utah_medical_cannabis_program", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:victor_babes_national_institute", "victor_babes_national_institute", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:wellcome_pty", "wellcome_pty", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"extracted:world_health_organization", "world_health_organization", "Organization", "REASONING", 0.95, FALSE, NULL, 4
"extracted:yale_school_of_medicine", "yale_school_of_medicine", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:zhuzhou_central_hospital", "zhuzhou_central_hospital", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
NULL, "Complement System", "Pathway", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Cytokine Microenvironment", "Pathway", "PERCEPTION", 0.8, FALSE, NULL, 1
"Dietary Fiber", "Dietary Fiber", "Pathway", "REASONING", 0.9, FALSE, NULL, 1
"Dna Methylation", "Dna Methylation", "Pathway", "REASONING", 0.9, FALSE, NULL, 4
"Environmental Factors", "Environmental Factors", "Pathway", "REASONING", 0.9, FALSE, NULL, 2
"Immunosuppression", "Immunosuppression", "Pathway", "REASONING", 0.9, FALSE, NULL, 0
"Interferon Alpha/Beta Signaling", "Interferon Alpha/Beta Signaling", "Pathway", "REASONING", 0.9, FALSE, NULL, 0
NULL, "Janus Kinase-Signal Transducer And Activator Of Transcription Pathway", "Pathway", "PERCEPTION", 0.8, FALSE, NULL, 1
"Metabo Analyst 5.0", "Metabo Analyst 5.0", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 0
"Microbiome", "Microbiome", "Pathway", "REASONING", 0.9, FALSE, NULL, 1
"Nutrigenomics", "Nutrigenomics", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 0
NULL, "Toll-Like Receptor Signaling", "Pathway", "PERCEPTION", 0.8, FALSE, NULL, 1
"Transforming Growth Factor-Beta", "Transforming Growth Factor-Beta", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 1
"Tumor Necrosis Factor Alpha", "Tumor Necrosis Factor Alpha", "Pathway", "REASONING", 0.95, FALSE, NULL, 2
"Tumor Necrosis Factor-Alpha", "Tumor Necrosis Factor-Alpha", "Pathway", "REASONING", 1.0, FALSE, NULL, 2
"Tumour Necrosis Factor Alpha", "Tumour Necrosis Factor Alpha", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 1
"Type I Interferon Signaling Pathway", "Type I Interferon Signaling Pathway", "Pathway", "REASONING", 0.9, FALSE, NULL, 3
"Type Iv Secretion System", "Type Iv Secretion System", "Pathway", "REASONING", 0.92, FALSE, NULL, 5
"extracted:amino_acid_metabolic_profiles", "amino_acid_metabolic_profiles", "Pathway", "REASONING", 0.9, FALSE, NULL, 2
"extracted:blood_brain_barrier", "blood_brain_barrier", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:cgas-sting_signaling_pathway", "cgas-sting_signaling_pathway", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 3
"extracted:complement_system", "complement_system", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:cyclic_gmp-amp_synthase", "cyclic_gmp-amp_synthase", "Pathway", "PERCEPTION", 0.9, FALSE, NULL, 1
"extracted:dietary_fiber", "dietary_fiber", "Pathway", "REASONING", 0.9, FALSE, NULL, 2
"extracted:dna_methylation", "dna_methylation", "Pathway", "REASONING", 0.9, FALSE, NULL, 7
"extracted:grading_of_recommendations_assessment,_development,_and_evaluation", "grading_of_recommendations_assessment,_development,_and_evaluation", "Pathway", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:gut_microbiome", "gut_microbiome", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:gut_microbiota", "gut_microbiota", "Pathway", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:immunosuppression", "immunosuppression", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:interferon", "interferon", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:interferon_response", "interferon_response", "Pathway", "REASONING", 0.9, FALSE, NULL, 2
"extracted:interferon_signaling_pathway", "interferon_signaling_pathway", "Pathway", "REASONING", 0.9, FALSE, NULL, 5
"extracted:interleukin-12", "interleukin-12", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:interleukin-23", "interleukin-23", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:janus_kinase-signal_transducer_and_activator_of_transcription_pathway", "janus_kinase-signal_transducer_and_activator_of_transcription_pathway", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:lactate", "lactate", "Pathway", "REASONING", 0.9, FALSE, NULL, 3
"extracted:major_histocompatibility_complex", "major_histocompatibility_complex", "Pathway", "PERCEPTION", 0.9, FALSE, NULL, 2
"extracted:mediterranean_diet", "mediterranean_diet", "Pathway", "PERCEPTION", 0.9, FALSE, NULL, 1
"extracted:monocyte/macrophage_nk_cell_crosstalk", "monocyte/macrophage_nk_cell_crosstalk", "Pathway", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:nf-κb", "nf-κb", "Pathway", "REASONING", 0.9, FALSE, NULL, 2
"extracted:nutrigenomics", "nutrigenomics", "Pathway", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:psoriasis_severity_signatures", "psoriasis_severity_signatures", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 4
"extracted:stimulator_of_interferon_genes", "stimulator_of_interferon_genes", "Pathway", "REASONING", 0.9, FALSE, NULL, 2
"extracted:t-helper_17", "t-helper_17", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:thymic_selection", "thymic_selection", "Pathway", "REASONING", 0.9, FALSE, NULL, 3
"extracted:tnf-alpha", "tnf-alpha", "Pathway", "REASONING", 0.9, FALSE, NULL, 2
"extracted:toll-like_receptor_signaling", "toll-like_receptor_signaling", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:toll-like_receptors", "toll-like_receptors", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:tumor_necrosis_factor", "tumor_necrosis_factor", "Pathway", "SEMANTIC", 0.85, FALSE, NULL, 3
"extracted:tumor_necrosis_factor-alpha", "tumor_necrosis_factor-alpha", "Pathway", "REASONING", 0.9, FALSE, NULL, 3
"extracted:tumor_necrosis_factor_alpha", "tumor_necrosis_factor_alpha", "Pathway", "REASONING", 0.9, FALSE, NULL, 3
"extracted:type_iv_secretion_system", "type_iv_secretion_system", "Pathway", "REASONING", 0.92, FALSE, NULL, 6
"Cd274", "Cd274", "Protein", "REASONING", 0.9, FALSE, NULL, 1
"Chi3L1", "Chi3L1", "Protein", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Defa1_Defa1B", "Protein", "PERCEPTION", 0.8, FALSE, NULL, 1
"Gdf15", "Gdf15", "Protein", "REASONING", 0.9, FALSE, NULL, 1
"Il6", "Il6", "Protein", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Itga11", "Protein", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Itgav", "Protein", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Prss8", "Protein", "PERCEPTION", 0.8, FALSE, NULL, 1
"Reg1B", "Reg1B", "Protein", "REASONING", 0.9, FALSE, NULL, 1
"extracted:cd274", "cd274", "Protein", "REASONING", 0.9, FALSE, NULL, 2
"extracted:chi3l1", "chi3l1", "Protein", "REASONING", 0.9, FALSE, NULL, 2
"extracted:defa1_defa1b", "defa1_defa1b", "Protein", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:gdf15", "gdf15", "Protein", "REASONING", 0.9, FALSE, NULL, 2
"extracted:il6", "il6", "Protein", "REASONING", 0.9, FALSE, NULL, 2
"extracted:itga11", "itga11", "Protein", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:itgav", "itgav", "Protein", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:prss8", "prss8", "Protein", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:reg1b", "reg1b", "Protein", "REASONING", 0.9, FALSE, NULL, 2
"extracted:parabacteroides_distasonis", "parabacteroides_distasonis", "Species", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:phocaeicola_sartorii", "phocaeicola_sartorii", "Species", "PERCEPTION", 0.8, FALSE, NULL, 2
"Adept Study", "Adept Study", "Study", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Arias-Guillén Et Al. Study", "Study", "PERCEPTION", 0.8, FALSE, NULL, 1
"Armada Trial", "Armada Trial", "Study", "REASONING", 0.9, FALSE, NULL, 1
"Atlas Study", "Atlas Study", "Study", "REASONING", 0.9, FALSE, NULL, 1
"Autoimmune Protocol Diet", "Autoimmune Protocol Diet", "Study", "REASONING", 0.9, FALSE, NULL, 1
"Charm Study", "Charm Study", "Study", "REASONING", 0.9, FALSE, NULL, 1
"Classic I Study", "Classic I Study", "Study", "REASONING", 0.9, FALSE, NULL, 1
"Clinical Trial", "Clinical Trial", "Study", "SEMANTIC", 0.85, FALSE, NULL, 0
NULL, "Clinical Trials", "Study", "PERCEPTION", 0.9, FALSE, NULL, 1
"Committee For The Assessment Of Nih Research On Autoimmune Diseases", "Committee For The Assessment Of Nih Research On Autoimmune Diseases", "Study", "REASONING", 0.95, FALSE, NULL, 2
"Epic-Norfolk", "Epic-Norfolk", "Study", "REASONING", 0.9, FALSE, NULL, 1
"National Cooperative Crohn's Disease Study", "National Cooperative Crohn's Disease Study", "Study", "REASONING", 1.0, FALSE, NULL, 1
"Nct02900443", "Nct02900443", "Study", "REASONING", 0.9, FALSE, NULL, 3
"Phase Iii Clinical Trial", "Phase Iii Clinical Trial", "Study", "SEMANTIC", 0.85, FALSE, NULL, 1
"Randomized Controlled Trials", "Randomized Controlled Trials", "Study", "SEMANTIC", 0.85, FALSE, NULL, 1
"Reveal Study", "Reveal Study", "Study", "REASONING", 0.9, FALSE, NULL, 1
"Selecting Therapeutic Targets In Inflammatory Bowel Disease Ii", "Selecting Therapeutic Targets In Inflammatory Bowel Disease Ii", "Study", "REASONING", 1.0, FALSE, NULL, 1
"Sonic Trial", "Sonic Trial", "Study", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Southern China Cohort", "Study", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:adept_trial", "adept_trial", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:armada_trial", "armada_trial", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:atlas_trial", "atlas_trial", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:bacardi_risk_model", "bacardi_risk_model", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:case_control_study", "case_control_study", "Study", "REASONING", 1.0, FALSE, NULL, 2
"extracted:charm_trial", "charm_trial", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:classic_i_trial", "classic_i_trial", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:clinical_trial", "clinical_trial", "Study", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:clinical_trials", "clinical_trials", "Study", "PERCEPTION", 0.9, FALSE, NULL, 2
"extracted:cochrane_database_of_systematic_reviews", "cochrane_database_of_systematic_reviews", "Study", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:crystal_study", "crystal_study", "Study", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:epic-norfolk", "epic-norfolk", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:exposome_in_autoimmune_diseases_collaborating_teams_planning_awards", "exposome_in_autoimmune_diseases_collaborating_teams_planning_awards", "Study", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:gemini-ii_study", "gemini-ii_study", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:genome-wide_association_studies", "genome-wide_association_studies", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:global_burden_of_diseases,_injuries,_and_risk_factors_study_2021", "global_burden_of_diseases,_injuries,_and_risk_factors_study_2021", "Study", "REASONING", 0.95, FALSE, NULL, 3
"extracted:international_journal_of_molecular_sciences", "international_journal_of_molecular_sciences", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:meta-analysis", "meta-analysis", "Study", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:nct02900443", "nct02900443", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:phase_iii_clinical_trial", "phase_iii_clinical_trial", "Study", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:randomized_controlled_trial", "randomized_controlled_trial", "Study", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:randomized_controlled_trials", "randomized_controlled_trials", "Study", "SEMANTIC", 0.85, FALSE, NULL, 4
"extracted:retrospective_multicenter_study", "retrospective_multicenter_study", "Study", "REASONING", 0.9, FALSE, NULL, 4
"extracted:signature_of_macrophage_reactivity_and_tolerance", "signature_of_macrophage_reactivity_and_tolerance", "Study", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:sonic_trial", "sonic_trial", "Study", "REASONING", 0.9, FALSE, NULL, 5
"extracted:southern_china_cohort", "southern_china_cohort", "Study", "REASONING", 0.9, FALSE, NULL, 2
"extracted:stride", "stride", "Study", "PERCEPTION", 0.8, FALSE, NULL, 2
"Abdominal Pain", "Abdominal Pain", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Abdominal Pains", "Abdominal Pains", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Amino Acids", "Amino Acids", "Symptom", "REASONING", 0.9, FALSE, NULL, 0
NULL, "Anemia", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 1
"Anxiety About Toilets And Accessing Them", "Anxiety About Toilets And Accessing Them", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"Biofilm Formation", "Biofilm Formation", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 2
"Body Mass Index", "Body Mass Index", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 1
"Chest Pain", "Chest Pain", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Cigarette Smoking", "Cigarette Smoking", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Clinical Remission", "Clinical Remission", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"Complex Emotions (E.G. Frustration, Worry, Grief)", "Complex Emotions (E.G. Frustration, Worry, Grief)", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"Diarrhea", "Diarrhea", "Symptom", "REASONING", 1.0, FALSE, NULL, 2
"Diarrhoea", "Diarrhoea", "Symptom", "REASONING", 1.0, FALSE, NULL, 1
"Endoscopic Remission", "Endoscopic Remission", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"Enlarged Lymph Nodes", "Enlarged Lymph Nodes", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Environmental Tobacco Smoke", "Environmental Tobacco Smoke", "Symptom", "REASONING", 1.0, FALSE, NULL, 0
"Fatigue", "Fatigue", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"Fatigue And Energy Management", "Fatigue And Energy Management", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"Fever", "Fever", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Fistula", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 1
"Fistulae", "Fistulae", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Hair Loss", "Hair Loss", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Histological Remission", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 1
"Immunodeficiency", "Immunodeficiency", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Immunogenicity", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 1
"Joint Pain", "Joint Pain", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Living With Unpredictable Symptoms And Flares", "Living With Unpredictable Symptoms And Flares", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"Malabsorption", "Malabsorption", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Mouth Ulcers", "Mouth Ulcers", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Obesity", "Obesity", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Passive Smoking", "Passive Smoking", "Symptom", "REASONING", 1.0, FALSE, NULL, 1
"Pro-Inflammatory Cytokines", "Pro-Inflammatory Cytokines", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 2
"Processed Foods", "Processed Foods", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 1
"Red Rash", "Red Rash", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Sleep Disruption", "Sleep Disruption", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
NULL, "Subileus", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 1
"Sunlight", "Sunlight", "Symptom", "REASONING", 1.0, FALSE, NULL, 1
"Swelling", "Swelling", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"Visceral Adipose Tissue", "Visceral Adipose Tissue", "Symptom", "REASONING", 1.0, FALSE, NULL, 3
"extracted:abdominal_pain", "abdominal_pain", "Symptom", "REASONING", 1.0, FALSE, NULL, 4
"extracted:actividad_inflamatoria", "actividad_inflamatoria", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 3
"extracted:always_being_alert_to_signs_and_symptoms", "always_being_alert_to_signs_and_symptoms", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"extracted:amino_acids", "amino_acids", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:anemia", "anemia", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:anxiety_about_toilets_and_accessing_them", "anxiety_about_toilets_and_accessing_them", "Symptom", "REASONING", 0.9, FALSE, NULL, 3
"extracted:biochemical_remission", "biochemical_remission", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:body_mass_index", "body_mass_index", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:cd19–_plasma_cells", "cd19–_plasma_cells", "Symptom", "REASONING", 0.9, FALSE, NULL, 8
"extracted:chest_pain", "chest_pain", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:cigarette_smoking", "cigarette_smoking", "Symptom", "REASONING", 0.9, FALSE, NULL, 4
"extracted:clinical_remission", "clinical_remission", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:complex_emotions", "complex_emotions", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"extracted:cytokine_release_syndrome", "cytokine_release_syndrome", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:cálculos_y_barro_biliar", "cálculos_y_barro_biliar", "Symptom", "PERCEPTION", 0.75, FALSE, NULL, 2
"extracted:dealing_with_poo", "dealing_with_poo", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"extracted:diarrhea", "diarrhea", "Symptom", "REASONING", 1.0, FALSE, NULL, 4
"extracted:dietary_fiber", "dietary_fiber", "Symptom", "REASONING", 0.9, FALSE, NULL, 3
"extracted:engrosamiento_de_la_pared_del_neoíleon", "engrosamiento_de_la_pared_del_neoíleon", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:enlarged_lymph_nodes", "enlarged_lymph_nodes", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:environmental_tobacco_smoke", "environmental_tobacco_smoke", "Symptom", "REASONING", 1.0, FALSE, NULL, 2
"extracted:erythema_nodosum", "erythema_nodosum", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 3
"extracted:fatigue", "fatigue", "Symptom", "REASONING", 0.9, FALSE, NULL, 6
"extracted:fatigue_and_energy_management", "fatigue_and_energy_management", "Symptom", "REASONING", 0.9, FALSE, NULL, 4
"extracted:feeling_embarrassed_and_self-conscious", "feeling_embarrassed_and_self-conscious", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"extracted:fever", "fever", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:fistula", "fistula", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 4
"extracted:hair_loss", "hair_loss", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:having_to_plan_and_strategise_activities_and_events", "having_to_plan_and_strategise_activities_and_events", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"extracted:heavy_metals", "heavy_metals", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 3
"extracted:immunodeficiency", "immunodeficiency", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:immunogenicity", "immunogenicity", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:iodine_excess", "iodine_excess", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:joint_pain", "joint_pain", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:leucopenia", "leucopenia", "Symptom", "REASONING", 1.0, FALSE, NULL, 2
"extracted:living_with_physical_symptoms", "living_with_physical_symptoms", "Symptom", "REASONING", 0.9, FALSE, NULL, 3
"extracted:living_with_unpredictable_symptoms_and_flares", "living_with_unpredictable_symptoms_and_flares", "Symptom", "REASONING", 0.9, FALSE, NULL, 3
"extracted:mouth_ulcers", "mouth_ulcers", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:nausea", "nausea", "Symptom", "REASONING", 1.0, FALSE, NULL, 2
"extracted:obesity", "obesity", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:passive_smoking", "passive_smoking", "Symptom", "REASONING", 1.0, FALSE, NULL, 2
"extracted:pro-inflammatory_cytokines", "pro-inflammatory_cytokines", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:processed_foods", "processed_foods", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:red_rash", "red_rash", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:serious_adverse_events", "serious_adverse_events", "Symptom", "PERCEPTION", 0.8, FALSE, NULL, 3
"extracted:severe_infection", "severe_infection", "Symptom", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:sleep_disruption", "sleep_disruption", "Symptom", "REASONING", 0.9, FALSE, NULL, 1
"extracted:sunlight", "sunlight", "Symptom", "REASONING", 1.0, FALSE, NULL, 2
"extracted:swelling", "swelling", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:th17_cells", "th17_cells", "Symptom", "REASONING", 0.9, FALSE, NULL, 2
"extracted:visceral_adipose_tissue", "visceral_adipose_tissue", "Symptom", "REASONING", 0.9, FALSE, NULL, 4
"extracted:vomiting", "vomiting", "Symptom", "REASONING", 1.0, FALSE, NULL, 2
"Alanine Aminotransferase", "Alanine Aminotransferase", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Albumin", "Albumin", "Test", "REASONING", 1.0, FALSE, NULL, 1
"Anti-Double Stranded Dna Antibodies", "Anti-Double Stranded Dna Antibodies", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Antinuclear Antibodies", "Antinuclear Antibodies", "Test", "REASONING", 0.9, FALSE, NULL, 2
"B Cell Receptor", "B Cell Receptor", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Barium Enema", "Barium Enema", "Test", "REASONING", 1.0, FALSE, NULL, 1
"Biomarkers", "Biomarkers", "Test", "REASONING", 0.9, FALSE, NULL, 1
"C Reactive Protein", "C Reactive Protein", "Test", "REASONING", 0.9, FALSE, NULL, 2
"C-Reactive Protein", "C-Reactive Protein", "Test", "REASONING", 0.9, FALSE, NULL, 5
"Caco-2 Cells", "Caco-2 Cells", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Cerebrospinal Fluid", "Cerebrospinal Fluid", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Charlson Comorbidity Index", "Charlson Comorbidity Index", "Test", "SEMANTIC", 0.85, FALSE, NULL, 0
"Claims Database", "Claims Database", "Test", "REASONING", 0.9, FALSE, NULL, 3
"Clinical Trials", "Clinical Trials", "Test", "REASONING", 0.9, FALSE, NULL, 2
"Colonoscopy", "Colonoscopy", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Crohn Disease Activity Index", "Crohn Disease Activity Index", "Test", "SEMANTIC", 0.85, FALSE, NULL, 1
"Crohn's Disease Activity Index", "Crohn's Disease Activity Index", "Test", "REASONING", 1.0, FALSE, NULL, 1
"Elevated Plus Maze Test", "Elevated Plus Maze Test", "Test", "SEMANTIC", 0.85, FALSE, NULL, 0
"Erythrocyte Sedimentation Rate", "Erythrocyte Sedimentation Rate", "Test", "REASONING", 1.0, FALSE, NULL, 4
"Faecal Calprotectin", "Faecal Calprotectin", "Test", "REASONING", 0.9, FALSE, NULL, 2
"Fecal Calprotectin", "Fecal Calprotectin", "Test", "REASONING", 0.9, FALSE, NULL, 3
"Ileocolonoscopy", "Ileocolonoscopy", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Immunofluorescence Staining", "Immunofluorescence Staining", "Test", "SEMANTIC", 0.85, FALSE, NULL, 0
"Interferon Gamma Release Assay", "Interferon Gamma Release Assay", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Leucocyte Count", "Leucocyte Count", "Test", "REASONING", 1.0, FALSE, NULL, 1
"Liquid Chromatography-Tandem Mass Spectrometry", "Liquid Chromatography-Tandem Mass Spectrometry", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Mantoux Tuberculin Skin Test", "Mantoux Tuberculin Skin Test", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Morris Water Maze Test", "Morris Water Maze Test", "Test", "SEMANTIC", 0.85, FALSE, NULL, 0
"Open Field Test", "Open Field Test", "Test", "SEMANTIC", 0.85, FALSE, NULL, 0
"Perianal Disease Activity Index", "Perianal Disease Activity Index", "Test", "REASONING", 0.9, FALSE, NULL, 0
NULL, "Plasma Proteins", "Test", "PERCEPTION", 0.8, FALSE, NULL, 0
"Psoriasis Area And Severity Index", "Psoriasis Area And Severity Index", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Quantiferon-Tb Gold", "Quantiferon-Tb Gold", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Receiver Operating Characteristic Curve", "Receiver Operating Characteristic Curve", "Test", "REASONING", 1.0, FALSE, NULL, 1
"Serum Amino Acid Metabolic Profiles", "Serum Amino Acid Metabolic Profiles", "Test", "REASONING", 0.9, FALSE, NULL, 8
"Sigmoidoscopy", "Sigmoidoscopy", "Test", "REASONING", 1.0, FALSE, NULL, 1
"Simple Endoscopic Score For Crohn's Disease", "Simple Endoscopic Score For Crohn's Disease", "Test", "SEMANTIC", 0.85, FALSE, NULL, 1
"Sle Disease Activity Index", "Sle Disease Activity Index", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"Sledai", "Sledai", "Test", "REASONING", 0.9, FALSE, NULL, 0
"Spectrophotometric Assays", "Spectrophotometric Assays", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Stool Tests", "Stool Tests", "Test", "REASONING", 0.9, FALSE, NULL, 1
